transaction_id,date,customer_id,segment,branch,product,transaction_type,category,amount,status
TXN000531,2024-07-19,CUS0079,Retail,Petaling Jaya,Fixed Deposit,Loan Repayment,Home Loan,544.41,Completed
TXN000532,2024-07-16,CUS0096,Retail,Ipoh,Savings Account,Withdrawal,Cash Withdrawal,3661.68,Completed
TXN000533,2024-09-27,CUS0121,Wealth Management,Penang,Savings Account,Loan Repayment,Home Loan,87534.03,Failed
TXN000534,2024-07-17,CUS0052,SME,Petaling Jaya,Personal Loan,Transfer,IBG Transfer,2121.56,Completed
TXN000535,2024-03-29,CUS0108,SME,Ipoh,Credit Card,Loan Repayment,Personal Loan,5104.46,Pending
TXN000536,2024-10-27,CUS0099,Retail,Ipoh,Savings Account,Deposit,Salary Credit,1873.52,Completed
TXN000537,2024-01-31,CUS0139,Retail,Kuala Lumpur,Credit Card,Withdrawal,ATM Withdrawal,395.05,Completed
TXN000538,2024-08-04,CUS0106,Wealth Management,Penang,Credit Card,Loan Repayment,Car Loan,3827.84,Completed
TXN000539,2024-11-11,CUS0025,Wealth Management,Petaling Jaya,Current Account,Loan Repayment,Personal Loan,797.92,Completed
TXN000540,2024-09-18,CUS0025,Wealth Management,Petaling Jaya,Current Account,Transfer,IBG Transfer,115.53,Failed
TXN000541,2024-07-19,CUS0033,Retail,Johor Bahru,Personal Loan,Withdrawal,Cash Withdrawal,1496.26,Completed
TXN000542,2024-12-23,CUS0059,Wealth Management,Johor Bahru,Credit Card,Deposit,Cash Deposit,2652.4,Completed
TXN000543,2024-05-05,CUS0057,Retail,Johor Bahru,Savings Account,Withdrawal,ATM Withdrawal,975.89,Pending
TXN000544,2024-11-09,CUS0095,Wealth Management,Ipoh,Personal Loan,Deposit,Cash Deposit,3443.99,Completed
TXN000545,2024-01-07,CUS0194,Retail,Johor Bahru,Current Account,Withdrawal,ATM Withdrawal,973.8,Completed
TXN000546,2024-06-26,CUS0068,Retail,Kuala Lumpur,Personal Loan,Withdrawal,Cash Withdrawal,2286.77,Completed
TXN000547,2024-07-09,CUS0166,SME,Johor Bahru,Current Account,Transfer,IBG Transfer,6832.07,Completed
TXN000548,2024-03-01,CUS0105,SME,Johor Bahru,Savings Account,Transfer,Interbank Transfer,301.18,Completed
TXN000549,2024-09-25,CUS0143,Retail,Petaling Jaya,Savings Account,Payment,Merchant Payment,1306.49,Completed
TXN000550,2024-02-09,CUS0137,Wealth Management,Penang,Credit Card,Loan Repayment,Personal Loan,542.77,Completed
TXN000551,2024-09-12,CUS0020,Retail,Petaling Jaya,Personal Loan,Transfer,IBG Transfer,1805.52,Completed
TXN000552,2024-02-22,CUS0036,Wealth Management,Ipoh,Personal Loan,Withdrawal,Cash Withdrawal,9752.48,Completed
TXN000553,2024-09-17,CUS0179,Wealth Management,Ipoh,Savings Account,Deposit,Salary Credit,2825.93,Completed
TXN000554,2024-01-24,CUS0017,Wealth Management,Ipoh,Credit Card,Deposit,Salary Credit,50751.85,Completed
TXN000555,2024-01-19,CUS0050,Retail,Penang,Personal Loan,Withdrawal,ATM Withdrawal,5182.53,Completed
TXN000556,2024-06-13,CUS0059,Wealth Management,Johor Bahru,Current Account,Payment,Bill Payment,7099.96,Completed
TXN000557,2024-02-09,CUS0155,SME,Johor Bahru,Personal Loan,Transfer,DuitNow Transfer,328.59,Completed
TXN000558,2024-01-27,CUS0176,SME,Petaling Jaya,Current Account,Loan Repayment,Personal Loan,4753.59,Completed
TXN000559,2024-07-24,CUS0112,SME,Penang,Savings Account,Loan Repayment,Home Loan,806.77,Completed
TXN000560,2024-06-16,CUS0004,Wealth Management,Ipoh,Savings Account,Transfer,DuitNow Transfer,1035.0,Completed
TXN000561,2024-04-12,CUS0128,Retail,Petaling Jaya,Fixed Deposit,Deposit,Cash Deposit,2511.04,Completed
TXN000562,2024-11-14,CUS0188,SME,Johor Bahru,Current Account,Transfer,Interbank Transfer,503.01,Completed
TXN000563,2024-04-10,CUS0086,SME,Johor Bahru,Personal Loan,Loan Repayment,Car Loan,2527.01,Completed
TXN000564,2024-01-04,CUS0024,Wealth Management,Penang,Credit Card,Withdrawal,ATM Withdrawal,8873.95,Completed
TXN000565,2024-11-21,CUS0019,Retail,Petaling Jaya,Savings Account,Loan Repayment,Car Loan,297.91,Pending
TXN000566,2024-07-11,CUS0180,Retail,Ipoh,Fixed Deposit,Deposit,Online Transfer In,1667.58,Completed
TXN000567,2024-08-02,CUS0009,Retail,Johor Bahru,Credit Card,Loan Repayment,Home Loan,4086.47,Pending
TXN000568,2024-02-17,CUS0148,Retail,Ipoh,Savings Account,Withdrawal,Cash Withdrawal,5048.86,Pending
TXN000569,2024-12-24,CUS0163,SME,Ipoh,Fixed Deposit,Loan Repayment,Car Loan,759.22,Completed
TXN000570,2024-02-18,CUS0067,Wealth Management,Petaling Jaya,Personal Loan,Deposit,Online Transfer In,18657.92,Completed
TXN000571,2024-10-30,CUS0158,Wealth Management,Penang,Personal Loan,Payment,Bill Payment,1312.88,Completed
TXN000572,2024-05-29,CUS0096,Retail,Ipoh,Fixed Deposit,Withdrawal,ATM Withdrawal,2609.07,Completed
TXN000573,2024-06-16,CUS0118,Wealth Management,Ipoh,Fixed Deposit,Payment,E-wallet Top Up,171.12,Completed
TXN000574,2024-04-13,CUS0172,Retail,Kuala Lumpur,Current Account,Withdrawal,ATM Withdrawal,1388.99,Completed
TXN000575,2024-03-20,CUS0180,Retail,Ipoh,Savings Account,Loan Repayment,Home Loan,69.75,Completed
TXN000576,2024-07-27,CUS0137,Wealth Management,Penang,Savings Account,Payment,Merchant Payment,1496.92,Completed
TXN000577,2024-06-06,CUS0119,SME,Penang,Credit Card,Withdrawal,Cash Withdrawal,863.8,Completed
TXN000578,2024-03-21,CUS0152,SME,Ipoh,Fixed Deposit,Deposit,Salary Credit,441.89,Completed
TXN000579,2024-04-20,CUS0100,Wealth Management,Ipoh,Fixed Deposit,Loan Repayment,Home Loan,1935.79,Completed
TXN000580,2024-07-21,CUS0159,SME,Johor Bahru,Personal Loan,Withdrawal,Cash Withdrawal,3121.24,Completed
TXN000581,2024-03-30,CUS0195,SME,Ipoh,Savings Account,Transfer,DuitNow Transfer,219.87,Pending
TXN000582,2024-10-08,CUS0092,Retail,Kuala Lumpur,Current Account,Payment,E-wallet Top Up,2505.0,Completed
TXN000583,2024-03-03,CUS0138,Wealth Management,Petaling Jaya,Savings Account,Deposit,Salary Credit,19236.61,Completed
TXN000584,2024-04-11,CUS0009,Retail,Johor Bahru,Credit Card,Withdrawal,ATM Withdrawal,1453.93,Completed
TXN000585,2024-10-27,CUS0044,Wealth Management,Penang,Fixed Deposit,Deposit,Online Transfer In,1843.46,Pending
TXN000586,2024-02-03,CUS0137,Wealth Management,Penang,Current Account,Deposit,Salary Credit,6000.13,Pending
TXN000587,2024-02-17,CUS0084,Retail,Ipoh,Fixed Deposit,Payment,Bill Payment,5393.38,Completed
TXN000588,2024-03-27,CUS0198,Wealth Management,Johor Bahru,Personal Loan,Payment,Bill Payment,2220.9,Completed
TXN000589,2024-01-16,CUS0009,Retail,Johor Bahru,Credit Card,Payment,Merchant Payment,685.16,Completed
TXN000590,2024-04-19,CUS0087,Retail,Johor Bahru,Current Account,Withdrawal,Cash Withdrawal,93.53,Completed
TXN000591,2024-01-18,CUS0106,Wealth Management,Penang,Personal Loan,Payment,Bill Payment,20869.18,Completed
TXN000592,2024-09-12,CUS0175,Wealth Management,Johor Bahru,Credit Card,Withdrawal,Cash Withdrawal,8212.7,Completed
TXN000593,2024-02-14,CUS0097,Retail,Kuala Lumpur,Fixed Deposit,Payment,Bill Payment,221.51,Completed
TXN000594,2024-11-25,CUS0024,Wealth Management,Penang,Personal Loan,Payment,Bill Payment,266.68,Completed
TXN000595,2024-07-14,CUS0089,SME,Penang,Fixed Deposit,Loan Repayment,Home Loan,127773.06,Completed
TXN000596,2024-10-16,CUS0014,SME,Penang,Personal Loan,Payment,Merchant Payment,1200.48,Completed
TXN000597,2024-01-14,CUS0056,Retail,Petaling Jaya,Fixed Deposit,Transfer,IBG Transfer,235.89,Completed
TXN000598,2024-01-30,CUS0082,SME,Johor Bahru,Credit Card,Deposit,Cash Deposit,12141.05,Completed
TXN000599,2024-03-22,CUS0081,Retail,Johor Bahru,Savings Account,Loan Repayment,Home Loan,3114.03,Completed
TXN000600,2024-09-30,CUS0165,SME,Ipoh,Savings Account,Withdrawal,Cash Withdrawal,11194.55,Completed
TXN000601,2024-06-30,CUS0001,Wealth Management,Kuala Lumpur,Current Account,Withdrawal,Cash Withdrawal,19669.19,Completed
TXN000602,2024-12-23,CUS0089,SME,Penang,Fixed Deposit,Loan Repayment,Car Loan,310.28,Pending
TXN000603,2024-12-24,CUS0137,Wealth Management,Penang,Fixed Deposit,Deposit,Online Transfer In,30366.31,Pending
TXN000604,2024-10-15,CUS0037,Wealth Management,Ipoh,Current Account,Loan Repayment,Home Loan,6094.96,Completed
TXN000605,2024-06-07,CUS0091,Retail,Petaling Jaya,Current Account,Payment,E-wallet Top Up,1047.29,Completed
TXN000606,2024-04-29,CUS0043,SME,Johor Bahru,Personal Loan,Deposit,Salary Credit,1214.97,Completed
TXN000607,2024-01-01,CUS0076,SME,Johor Bahru,Fixed Deposit,Loan Repayment,Car Loan,1036.47,Pending
TXN000608,2024-06-23,CUS0188,SME,Johor Bahru,Current Account,Withdrawal,ATM Withdrawal,9038.16,Pending
TXN000609,2024-01-12,CUS0173,SME,Ipoh,Current Account,Transfer,IBG Transfer,15481.36,Completed
TXN000610,2024-09-26,CUS0117,SME,Kuala Lumpur,Fixed Deposit,Withdrawal,ATM Withdrawal,396.17,Pending
TXN000611,2024-12-05,CUS0176,SME,Petaling Jaya,Credit Card,Transfer,Interbank Transfer,136.76,Completed
TXN000612,2024-06-14,CUS0126,Wealth Management,Johor Bahru,Current Account,Transfer,DuitNow Transfer,62249.87,Failed
TXN000613,2024-09-06,CUS0043,SME,Johor Bahru,Fixed Deposit,Payment,E-wallet Top Up,3287.15,Completed
TXN000614,2024-11-10,CUS0008,Wealth Management,Petaling Jaya,Fixed Deposit,Loan Repayment,Personal Loan,1231.46,Completed
TXN000615,2024-07-12,CUS0018,Wealth Management,Petaling Jaya,Fixed Deposit,Loan Repayment,Home Loan,6603.5,Completed
TXN000616,2024-03-31,CUS0037,Wealth Management,Ipoh,Savings Account,Transfer,IBG Transfer,105768.71,Pending
TXN000617,2024-10-17,CUS0098,Wealth Management,Petaling Jaya,Savings Account,Loan Repayment,Car Loan,5409.57,Completed
TXN000618,2024-04-23,CUS0108,SME,Ipoh,Personal Loan,Transfer,Interbank Transfer,772.0,Completed
TXN000619,2024-06-18,CUS0089,SME,Penang,Savings Account,Payment,Bill Payment,2456.35,Completed
TXN000620,2024-11-21,CUS0026,Wealth Management,Petaling Jaya,Savings Account,Transfer,IBG Transfer,2982.2,Completed
TXN000621,2024-01-06,CUS0133,Wealth Management,Kuala Lumpur,Fixed Deposit,Transfer,DuitNow Transfer,4558.65,Completed
TXN000622,2024-05-11,CUS0043,SME,Johor Bahru,Savings Account,Deposit,Cash Deposit,2895.32,Completed
TXN000623,2024-08-12,CUS0063,Wealth Management,Penang,Credit Card,Deposit,Cash Deposit,7828.8,Pending
TXN000624,2024-07-12,CUS0043,SME,Johor Bahru,Fixed Deposit,Payment,Merchant Payment,8963.76,Completed
TXN000625,2024-10-22,CUS0065,Retail,Petaling Jaya,Current Account,Deposit,Cash Deposit,4229.29,Completed
TXN000626,2024-05-30,CUS0059,Wealth Management,Johor Bahru,Savings Account,Deposit,Salary Credit,4529.88,Completed
TXN000627,2024-06-24,CUS0172,Retail,Kuala Lumpur,Current Account,Deposit,Salary Credit,129.43,Completed
TXN000628,2024-10-07,CUS0171,Retail,Petaling Jaya,Savings Account,Withdrawal,ATM Withdrawal,4625.23,Completed
TXN000629,2024-12-26,CUS0103,SME,Penang,Savings Account,Loan Repayment,Car Loan,3780.6,Completed
TXN000630,2024-03-21,CUS0032,Retail,Ipoh,Savings Account,Withdrawal,Cash Withdrawal,723.86,Completed
TXN000631,2024-07-28,CUS0101,Wealth Management,Kuala Lumpur,Personal Loan,Withdrawal,ATM Withdrawal,11719.93,Completed
TXN000632,2024-12-04,CUS0112,SME,Penang,Fixed Deposit,Loan Repayment,Car Loan,1218.87,Completed
TXN000633,2024-07-20,CUS0162,Wealth Management,Ipoh,Personal Loan,Deposit,Salary Credit,7862.15,Completed
TXN000634,2024-01-28,CUS0175,Wealth Management,Johor Bahru,Fixed Deposit,Payment,Bill Payment,2339.0,Completed
TXN000635,2024-12-04,CUS0148,Retail,Ipoh,Personal Loan,Deposit,Cash Deposit,956.81,Completed
TXN000636,2024-04-15,CUS0052,SME,Petaling Jaya,Current Account,Deposit,Salary Credit,207.22,Completed
TXN000637,2024-02-29,CUS0179,Wealth Management,Ipoh,Fixed Deposit,Deposit,Cash Deposit,17224.34,Completed
TXN000638,2024-12-04,CUS0181,Retail,Johor Bahru,Fixed Deposit,Payment,Merchant Payment,2900.71,Completed
TXN000639,2024-04-04,CUS0090,SME,Johor Bahru,Fixed Deposit,Loan Repayment,Car Loan,422.61,Completed
TXN000640,2024-08-16,CUS0004,Wealth Management,Ipoh,Savings Account,Transfer,IBG Transfer,5506.89,Completed
TXN000641,2024-04-25,CUS0135,Retail,Petaling Jaya,Fixed Deposit,Payment,Merchant Payment,669.33,Completed
TXN000642,2024-02-13,CUS0145,SME,Penang,Fixed Deposit,Withdrawal,ATM Withdrawal,692.84,Completed
TXN000643,2024-04-26,CUS0027,SME,Johor Bahru,Personal Loan,Payment,E-wallet Top Up,18649.33,Completed
TXN000644,2024-08-02,CUS0180,Retail,Ipoh,Personal Loan,Payment,E-wallet Top Up,157.96,Completed
TXN000645,2024-04-30,CUS0196,SME,Kuala Lumpur,Credit Card,Payment,E-wallet Top Up,276.08,Completed
TXN000646,2024-01-18,CUS0084,Retail,Ipoh,Personal Loan,Payment,E-wallet Top Up,19029.52,Completed
TXN000647,2024-12-12,CUS0133,Wealth Management,Kuala Lumpur,Personal Loan,Loan Repayment,Personal Loan,1133.85,Completed
TXN000648,2024-03-26,CUS0026,Wealth Management,Petaling Jaya,Current Account,Payment,Bill Payment,2085.08,Completed
TXN000649,2024-08-04,CUS0024,Wealth Management,Penang,Savings Account,Withdrawal,ATM Withdrawal,1457.14,Failed
TXN000650,2024-11-17,CUS0071,SME,Johor Bahru,Current Account,Payment,Bill Payment,11684.09,Completed
TXN000651,2024-02-04,CUS0060,SME,Ipoh,Savings Account,Transfer,DuitNow Transfer,1033.44,Completed
TXN000652,2024-06-15,CUS0188,SME,Johor Bahru,Fixed Deposit,Payment,E-wallet Top Up,6034.61,Completed
TXN000653,2024-11-15,CUS0016,SME,Kuala Lumpur,Personal Loan,Deposit,Online Transfer In,2604.21,Completed
TXN000654,2024-07-31,CUS0160,Wealth Management,Petaling Jaya,Current Account,Payment,Bill Payment,31615.91,Completed
TXN000655,2024-02-21,CUS0129,SME,Ipoh,Savings Account,Loan Repayment,Personal Loan,5675.39,Completed
TXN000656,2024-10-01,CUS0024,Wealth Management,Penang,Fixed Deposit,Deposit,Cash Deposit,2398.62,Completed
TXN000657,2024-12-01,CUS0081,Retail,Johor Bahru,Credit Card,Transfer,DuitNow Transfer,24426.65,Completed
TXN000658,2024-03-29,CUS0080,Retail,Ipoh,Fixed Deposit,Payment,Bill Payment,1799.15,Completed
TXN000659,2024-12-14,CUS0052,SME,Petaling Jaya,Credit Card,Loan Repayment,Personal Loan,21640.89,Completed
TXN000660,2024-05-01,CUS0184,SME,Ipoh,Savings Account,Transfer,Interbank Transfer,1087.2,Completed
TXN000661,2024-01-11,CUS0028,Wealth Management,Ipoh,Fixed Deposit,Transfer,DuitNow Transfer,11660.43,Completed
TXN000662,2024-05-23,CUS0035,SME,Petaling Jaya,Credit Card,Transfer,DuitNow Transfer,4576.69,Completed
TXN000663,2024-03-09,CUS0160,Wealth Management,Petaling Jaya,Fixed Deposit,Deposit,Salary Credit,10330.45,Failed
TXN000664,2024-05-17,CUS0052,SME,Petaling Jaya,Credit Card,Payment,Merchant Payment,12990.55,Completed
TXN000665,2024-08-14,CUS0047,SME,Johor Bahru,Current Account,Deposit,Salary Credit,1648.49,Pending
TXN000666,2024-09-05,CUS0190,SME,Penang,Personal Loan,Payment,E-wallet Top Up,606.78,Completed
TXN000667,2024-03-22,CUS0149,Retail,Kuala Lumpur,Savings Account,Deposit,Online Transfer In,2248.55,Completed
TXN000668,2024-03-10,CUS0094,Retail,Ipoh,Personal Loan,Loan Repayment,Car Loan,3790.71,Completed
TXN000669,2024-04-08,CUS0038,Wealth Management,Johor Bahru,Current Account,Deposit,Salary Credit,80010.87,Completed
TXN000670,2024-08-21,CUS0069,Retail,Kuala Lumpur,Savings Account,Withdrawal,ATM Withdrawal,34871.62,Pending
TXN000671,2024-07-07,CUS0196,SME,Kuala Lumpur,Credit Card,Withdrawal,Cash Withdrawal,257.63,Completed
TXN000672,2024-01-16,CUS0001,Wealth Management,Kuala Lumpur,Current Account,Deposit,Online Transfer In,10512.97,Completed
TXN000673,2024-03-31,CUS0183,SME,Ipoh,Credit Card,Loan Repayment,Car Loan,649.66,Completed
TXN000674,2024-03-24,CUS0035,SME,Petaling Jaya,Fixed Deposit,Transfer,DuitNow Transfer,600.62,Completed
TXN000675,2024-01-15,CUS0060,SME,Ipoh,Credit Card,Deposit,Cash Deposit,5341.3,Completed
TXN000676,2024-04-23,CUS0152,SME,Ipoh,Current Account,Loan Repayment,Home Loan,4817.02,Completed
TXN000677,2024-07-28,CUS0200,SME,Johor Bahru,Personal Loan,Transfer,Interbank Transfer,3852.25,Completed
TXN000678,2024-03-08,CUS0113,SME,Ipoh,Current Account,Deposit,Cash Deposit,1164.16,Completed
TXN000679,2024-05-09,CUS0189,Wealth Management,Penang,Personal Loan,Deposit,Salary Credit,51190.7,Completed
TXN000680,2024-12-29,CUS0142,SME,Petaling Jaya,Fixed Deposit,Transfer,Interbank Transfer,987.38,Completed
TXN000681,2024-08-23,CUS0140,Retail,Johor Bahru,Fixed Deposit,Payment,Merchant Payment,3027.43,Completed
TXN000682,2024-09-23,CUS0113,SME,Ipoh,Personal Loan,Transfer,Interbank Transfer,474.53,Completed
TXN000683,2024-09-18,CUS0186,SME,Petaling Jaya,Fixed Deposit,Deposit,Salary Credit,771.7,Completed
TXN000684,2024-05-24,CUS0162,Wealth Management,Ipoh,Fixed Deposit,Loan Repayment,Personal Loan,38530.14,Completed
TXN000685,2024-06-21,CUS0043,SME,Johor Bahru,Fixed Deposit,Payment,Bill Payment,3722.89,Completed
TXN000686,2024-12-01,CUS0136,SME,Kuala Lumpur,Fixed Deposit,Transfer,DuitNow Transfer,403.38,Completed
TXN000687,2024-01-30,CUS0077,Wealth Management,Kuala Lumpur,Personal Loan,Loan Repayment,Home Loan,32487.14,Completed
TXN000688,2024-03-12,CUS0085,Retail,Petaling Jaya,Savings Account,Transfer,Interbank Transfer,444.08,Completed
TXN000689,2024-08-02,CUS0156,Wealth Management,Penang,Credit Card,Transfer,DuitNow Transfer,16458.14,Completed
TXN000690,2024-12-28,CUS0168,SME,Petaling Jaya,Personal Loan,Deposit,Online Transfer In,1775.4,Completed
TXN000691,2024-12-31,CUS0186,SME,Petaling Jaya,Current Account,Transfer,Interbank Transfer,15325.67,Completed
TXN000692,2024-07-02,CUS0086,SME,Johor Bahru,Personal Loan,Payment,E-wallet Top Up,937.38,Completed
TXN000693,2024-05-30,CUS0160,Wealth Management,Petaling Jaya,Savings Account,Withdrawal,ATM Withdrawal,6792.68,Completed
TXN000694,2024-10-13,CUS0115,Wealth Management,Ipoh,Current Account,Transfer,Interbank Transfer,5886.9,Pending
TXN000695,2024-02-15,CUS0124,Retail,Kuala Lumpur,Current Account,Transfer,Interbank Transfer,1104.48,Completed
TXN000696,2024-06-18,CUS0004,Wealth Management,Ipoh,Fixed Deposit,Transfer,DuitNow Transfer,13552.05,Completed
TXN000697,2024-03-01,CUS0156,Wealth Management,Penang,Credit Card,Transfer,DuitNow Transfer,18652.75,Completed
TXN000698,2024-11-13,CUS0123,Retail,Johor Bahru,Savings Account,Loan Repayment,Personal Loan,355.46,Completed
TXN000699,2024-12-14,CUS0001,Wealth Management,Kuala Lumpur,Credit Card,Withdrawal,ATM Withdrawal,6595.9,Completed
TXN000700,2024-03-18,CUS0125,Retail,Penang,Current Account,Payment,Bill Payment,2927.52,Failed
TXN000701,2024-10-18,CUS0137,Wealth Management,Penang,Credit Card,Transfer,DuitNow Transfer,50004.28,Completed
TXN000702,2024-09-06,CUS0177,Wealth Management,Kuala Lumpur,Fixed Deposit,Withdrawal,ATM Withdrawal,27422.42,Completed
TXN000703,2024-11-20,CUS0145,SME,Penang,Savings Account,Withdrawal,Cash Withdrawal,174.58,Completed
TXN000704,2024-03-27,CUS0191,Wealth Management,Kuala Lumpur,Personal Loan,Transfer,IBG Transfer,1641.94,Completed
TXN000705,2024-03-07,CUS0160,Wealth Management,Petaling Jaya,Personal Loan,Payment,Bill Payment,6132.26,Completed
TXN000706,2024-08-07,CUS0177,Wealth Management,Kuala Lumpur,Credit Card,Payment,Merchant Payment,4998.19,Completed
TXN000707,2024-04-12,CUS0181,Retail,Johor Bahru,Fixed Deposit,Deposit,Online Transfer In,899.52,Pending
TXN000708,2024-04-07,CUS0144,SME,Penang,Savings Account,Transfer,Interbank Transfer,611.62,Completed
TXN000709,2024-12-21,CUS0066,SME,Kuala Lumpur,Fixed Deposit,Withdrawal,ATM Withdrawal,3219.98,Completed
TXN000710,2024-09-14,CUS0014,SME,Penang,Personal Loan,Deposit,Cash Deposit,1850.75,Completed
TXN000711,2024-06-01,CUS0070,Retail,Ipoh,Fixed Deposit,Deposit,Salary Credit,5059.7,Completed
TXN000712,2024-09-25,CUS0020,Retail,Petaling Jaya,Fixed Deposit,Loan Repayment,Personal Loan,294.85,Completed
TXN000713,2024-09-07,CUS0068,Retail,Kuala Lumpur,Fixed Deposit,Withdrawal,Cash Withdrawal,562.95,Completed
TXN000714,2024-01-10,CUS0026,Wealth Management,Petaling Jaya,Current Account,Withdrawal,Cash Withdrawal,4090.65,Completed
TXN000715,2024-01-12,CUS0132,SME,Petaling Jaya,Personal Loan,Withdrawal,ATM Withdrawal,931.09,Completed
TXN000716,2024-12-30,CUS0092,Retail,Kuala Lumpur,Savings Account,Deposit,Cash Deposit,997.44,Completed
TXN000717,2024-11-15,CUS0072,Wealth Management,Petaling Jaya,Savings Account,Transfer,Interbank Transfer,18182.16,Completed
TXN000718,2024-02-25,CUS0037,Wealth Management,Ipoh,Savings Account,Deposit,Online Transfer In,42924.99,Completed
TXN000719,2024-08-15,CUS0009,Retail,Johor Bahru,Credit Card,Deposit,Cash Deposit,1851.04,Completed
TXN000720,2024-12-25,CUS0167,Wealth Management,Petaling Jaya,Current Account,Transfer,DuitNow Transfer,2827.07,Completed
TXN000721,2024-08-03,CUS0019,Retail,Petaling Jaya,Savings Account,Deposit,Cash Deposit,2419.78,Completed
TXN000722,2024-11-06,CUS0192,Retail,Petaling Jaya,Current Account,Transfer,Interbank Transfer,1834.9,Completed
TXN000723,2024-11-12,CUS0199,Retail,Penang,Savings Account,Deposit,Online Transfer In,5030.97,Completed
TXN000724,2024-04-11,CUS0047,SME,Johor Bahru,Personal Loan,Deposit,Cash Deposit,2552.39,Completed
TXN000725,2024-04-13,CUS0024,Wealth Management,Penang,Fixed Deposit,Transfer,Interbank Transfer,9828.3,Completed
TXN000726,2024-01-21,CUS0036,Wealth Management,Ipoh,Personal Loan,Transfer,IBG Transfer,3560.0,Completed
TXN000727,2024-06-18,CUS0058,Wealth Management,Petaling Jaya,Current Account,Withdrawal,Cash Withdrawal,149.99,Completed
TXN000728,2024-10-20,CUS0152,SME,Ipoh,Credit Card,Deposit,Salary Credit,2272.63,Completed
TXN000729,2024-02-08,CUS0150,SME,Penang,Savings Account,Deposit,Online Transfer In,8109.39,Pending
TXN000730,2024-05-31,CUS0023,SME,Penang,Fixed Deposit,Withdrawal,Cash Withdrawal,1086.97,Completed
TXN000731,2024-01-21,CUS0185,Retail,Johor Bahru,Fixed Deposit,Deposit,Salary Credit,526.75,Completed
TXN000732,2024-02-29,CUS0180,Retail,Ipoh,Savings Account,Transfer,DuitNow Transfer,859.94,Completed
TXN000733,2024-03-11,CUS0089,SME,Penang,Current Account,Deposit,Salary Credit,130.28,Completed
TXN000734,2024-05-17,CUS0161,SME,Johor Bahru,Savings Account,Payment,E-wallet Top Up,459.93,Completed
TXN000735,2024-02-28,CUS0023,SME,Penang,Credit Card,Transfer,IBG Transfer,6209.09,Completed
TXN000736,2024-07-16,CUS0189,Wealth Management,Penang,Credit Card,Payment,Merchant Payment,1451.36,Completed
TXN000737,2024-03-08,CUS0197,SME,Johor Bahru,Savings Account,Withdrawal,ATM Withdrawal,4342.2,Failed
TXN000738,2024-08-01,CUS0183,SME,Ipoh,Personal Loan,Withdrawal,ATM Withdrawal,3874.18,Completed
TXN000739,2024-08-12,CUS0184,SME,Ipoh,Current Account,Loan Repayment,Personal Loan,6159.09,Completed
TXN000740,2024-01-15,CUS0192,Retail,Petaling Jaya,Current Account,Transfer,Interbank Transfer,330.59,Completed
TXN000741,2024-07-29,CUS0139,Retail,Kuala Lumpur,Credit Card,Payment,Bill Payment,10759.78,Completed
TXN000742,2024-06-09,CUS0033,Retail,Johor Bahru,Savings Account,Transfer,Interbank Transfer,4688.83,Completed
TXN000743,2024-10-22,CUS0111,SME,Kuala Lumpur,Personal Loan,Loan Repayment,Personal Loan,2270.24,Completed
TXN000744,2024-09-24,CUS0128,Retail,Petaling Jaya,Personal Loan,Transfer,Interbank Transfer,504.98,Completed
TXN000745,2024-06-26,CUS0138,Wealth Management,Petaling Jaya,Credit Card,Withdrawal,Cash Withdrawal,19591.29,Completed
TXN000746,2024-01-28,CUS0102,Wealth Management,Ipoh,Savings Account,Loan Repayment,Personal Loan,40983.24,Completed
TXN000747,2024-09-10,CUS0174,SME,Johor Bahru,Current Account,Withdrawal,Cash Withdrawal,476.54,Completed
TXN000748,2024-05-03,CUS0021,SME,Penang,Fixed Deposit,Payment,Merchant Payment,46.34,Failed
TXN000749,2024-04-24,CUS0052,SME,Petaling Jaya,Personal Loan,Deposit,Online Transfer In,117.06,Completed
TXN000750,2024-02-10,CUS0085,Retail,Petaling Jaya,Credit Card,Payment,Bill Payment,7645.0,Completed
TXN000751,2024-02-15,CUS0169,SME,Ipoh,Credit Card,Loan Repayment,Car Loan,1593.32,Completed
TXN000752,2024-11-30,CUS0016,SME,Kuala Lumpur,Savings Account,Deposit,Cash Deposit,67046.49,Completed
TXN000753,2024-10-12,CUS0030,Retail,Kuala Lumpur,Personal Loan,Payment,Bill Payment,452.46,Completed
TXN000754,2024-11-12,CUS0187,Wealth Management,Johor Bahru,Fixed Deposit,Deposit,Online Transfer In,7270.86,Completed
TXN000755,2024-12-01,CUS0040,SME,Kuala Lumpur,Credit Card,Loan Repayment,Home Loan,69938.84,Pending
TXN000756,2024-04-24,CUS0059,Wealth Management,Johor Bahru,Credit Card,Transfer,IBG Transfer,119428.63,Completed
TXN000757,2024-08-30,CUS0190,SME,Penang,Fixed Deposit,Loan Repayment,Personal Loan,1348.3,Completed
TXN000758,2024-12-03,CUS0167,Wealth Management,Petaling Jaya,Current Account,Deposit,Salary Credit,26962.08,Completed
TXN000759,2024-05-29,CUS0045,Wealth Management,Kuala Lumpur,Personal Loan,Transfer,Interbank Transfer,1774.04,Completed
TXN000760,2024-03-25,CUS0120,Wealth Management,Penang,Credit Card,Deposit,Salary Credit,3007.59,Completed
TXN000761,2024-05-10,CUS0053,Retail,Ipoh,Personal Loan,Payment,Bill Payment,902.91,Completed
